id,municipio,departamento,gestion,mes_reporte,sector,subsector,detalle_obra,fuente_bs,contraparte_bs,mdprya_bs,inversion_total,programa,entidad_financiadora,entidad_ejecutora,beneficiarios,codigo_ine,nombre_geo,departamento_geo,provincia,fecha_inicio_orden_proceder,fecha_conclusion,plazo_ejecucion,comunidades,estado_inicio,estado_preinversion,estado_ejecucion,estado_paralizado,estado_recepcion_provisional,estado_entrega_definitiva,estado_licitacion,estado_conclusion,avance_fisico_porcentaje,avance_financiero_porcentaje,fecha_tentativa_inauguracion,detalle_obra_proyecto,hectareas_conexiones_atendidas,empresa_constructora,empresa_supervisora,viceministerio,sisin_web
81457,VILLAMONTES,TARIJA,2026,8,AGROPECUARIO,AGRICOLA,Producción de Cítricos y Comercialización – ASOCIACIÓN REGANTES IGUEMBE,378000.00,166662.94,0.00,544662.94,PAR III,Banco Mundial,EMPODERAR,18,,,,,2024-10-14,2026-10-14,730,Iguembe,,,X,,,,,,35.00,40.00,2026-09-21,"El proyecto se ubica en la franja de transición hacia la llanura chaqueña, es adecuado la elección del proyecto por la OPR, con el cual se...",14.16,,,VDAyDI,
80851,VILLAMONTES,TARIJA,2026,8,AGROPECUARIO,Pecuario,Producción y Comercialización de Ganado Bovino en Pie - COMUNIDAD CAMPESINA IBIBOBO EL PROGRESO,503578.79,216397.81,0.00,719976.60,PAR III,Banco Mundial,EMPODERAR,24,,,,,2024-08-07,2026-08-07,730,Ibibobo El Progreso,,,X,,,,,,25.00,30.00,,"El proyecto bovino está en la llanura chaqueña, con el proyecto es dar respuesta favorable a la adversidad climática, se pretende mejorar la...",0.00,,,VDAyDI,
78984,VILLAMONTES,TARIJA,2026,8,RECURSOS HÍDRICOS,,OBRAS DE CONTROL HIDRAULICO EN ZONAS DE RIESGO DEL MUNICIPIO DE VILLAMONTES 1RA FASE,5028300.00,1257075.00,0.00,6285375.00,PROGRAMA DE ATENCION DE EMERGENCIAS NATURALES BOLIVIA 2006,CAF,UCP PPCR,1700,,,,,2025-10-21,2026-04-07,257,PELICANO TARAIRI IGUEMBE PALMAR ESTACION,,,,,X,,,,100.00,64.00,2026-01-10,Implementar un PROYECTO “OBRAS DE CONTROL HIDRAULICO EN ZONAS DE RIESGO DEL MUNICIPIO DE VILLAMONTES 1ra FASE “que integre la aplicación de...,0.00,ASOCIACIÓN ACCIDENTAL LOS ALAMOS,Ing. Armando Carlos Zenteno Maraz Supervisor,VRHRAPySB,0086-60647-00000
80084,VILLAMONTES,TARIJA,2026,8,AGROPECUARIO,Pecuario,Producción y Comercialización de Ganado Bovino en Pie – COMUNIDAD CAMPESINA “CUTAIQUE”,553820.14,238013.66,0.00,791833.80,PAR III,Banco Mundial,EMPODERAR,36,,,,,2025-01-15,2026-06-12,690,Cutaique,,,X,,,,,,28.00,33.00,,"El proyecto bovino está en la llanura chaqueña, con la inversión dará respuesta favorable a la adversidad climática, se mejorará calidad de...",0.00,,,VDAyDI,
81054,VILLAMONTES,TARIJA,2026,8,AGROPECUARIO,AGRICOLA,Producción de Uva de Mesa (Variedad Italia) y Comercialización - ASOCIACIÓN DE PRODUCTORES AGRO-GANADEROS “25 DE JULIO”,461865.52,406650.54,0.00,868516.06,PAR III,Banco Mundial,EMPODERAR,22,,,,,2024-08-07,2026-08-07,730,Caigua,,,X,,,,,,46.00,51.00,,El proyecto de vitícola se ubica en el pie de monte de chaco; con el proyecto se mejorará la calidad del producto para llegar al mercado...,9.00,,,VDAyDI,
79356,VILLAMONTES,TARIJA,2026,8,AGROPECUARIO,AGRICOLA,EQUIPAMIENTO DE MAQUINARIA E IMPLEMENTOS PARA LA PRODUCCION AGRICOLA DISTRITO 6 Y 7 MUNICIPIO DE VILLA MONTES,1980497.00,1795938.00,0.00,3776435.00,FDI,FDI,GAM VILLAMONTES,194,,,,,2025-08-04,2026-03-04,360,"Caigua, Chimeo, Iguembe, Ipa, Lagunitas, Piriti, Puesto Garcia, Tahiguati, Tarairi, Tiguipa Estacion",,,,X,,,,,0.00,0.00,,"Incrementar la producción de maíz, soya y sorgo, mediante la mecanización de la producción agrícola y la asistencia técnica en el manejo...",0.00,,,VDAyDI,1606-00183-00000
79926,VILLAMONTES,TARIJA,2026,8,AGROPECUARIO,Pecuario,Producción y Comercialización de Ganado Bovino en Pie – COMUNIDAD CAMPESINA LA VICTORIA,839779.09,359968.11,0.00,1199747.20,PAR III,Banco Mundial,EMPODERAR,40,,,,,2024-08-07,2026-08-07,730,La Victoria,,,X,,,,,,57.00,62.00,,"El proyecto de bovinos es de la zona agroclimática del chaco seco; según conversado con su representante (Sra. Lourdes Castillo), se compromete...",0.00,,,VDAyDI,
81369,VILLAMONTES,TARIJA,2026,8,AGROPECUARIO,AGRICOLA,Producción y Comercialización de Uva de Mesa – COMUNIDAD CAMPESINA LAGUNITAS,398593.38,363435.61,0.00,762028.99,PAR III,Banco Mundial,EMPODERAR,19,,,,,2024-08-07,2026-08-07,730,Lagunitas,,,X,,,,,,41.00,46.00,,"El proyecto de uva está en la zona de transición a la llanura chaqueña, con la inversión es ponerse frente a la adversidad climática, se...",8.60,,,VDAyDI,
80714,VILLAMONTES,TARIJA,2026,8,AGROPECUARIO,AGRICOLA,Producción de naranja bajo Riego Tecnificado y Comercialización - ASOCIACIÓN DE MUJERES GUARANÍES PRODUCTORAS AGRO INDUSTRIALES TARAIRÍ,410234.00,106145.00,0.00,516379.00,PAR III,Banco Mundial,EMPODERAR,26,,,,,2025-01-15,2026-06-12,690,Tarairí,,,X,,,,,,35.00,40.00,2026-09-18,Con el proyecto cítrico se mejorará el sistema productivo de la OCR para llegar al mercado a través del comprador. La OCR tiene experiencia en...,11.00,,,VDAyDI,
80522,VILLAMONTES,TARIJA,2026,8,AGROPECUARIO,AGRICOLA,Producción de Uva de Mesa Mediante Riego por Goteo y Comercialización - ASOCIACIÓN DE VITICULTORES DE VILLAMONTES “ASVIV”,587984.25,251997.79,0.00,839982.04,PAR III,Banco Mundial,EMPODERAR,28,,,,,2024-08-07,2026-08-07,730,Caigua,,,X,,,,,,62.00,67.00,,"Producción de Uva de Mesa Mediante Riego por Goteo y Comercialización, según conversado con su representante (Sr. Edmundo Cabello) se...",287.00,,,VDAyDI,
81848,VILLAMONTES,TARIJA,2026,8,AGROPECUARIO,AGRICOLA,"Incremento de la Producción, Rendimiento de Cultivo de Palta y Comercialización - COMUNIDAD CAMPESINA PUESTO GARCÍA",293946.00,79588.00,0.00,373534.00,PAR III,Banco Mundial,EMPODERAR,14,,,,,2024-10-14,2026-10-14,730,Puesto García,,,X,,,,,,80.00,85.00,2026-07-09,"Con el proyecto de producción de palta, las mujeres tendrán la oportunidad de negocio a través del comprador, las participantes tienen...",16.78,,,VDAyDI,
80946,VILLAMONTES,TARIJA,2026,8,AGROPECUARIO,Pecuario,Producción de Ganado Bovino y Comercialización en Pie – ASOCIACIÓN DE PRODUCTORES AGRO-GANADEROS “25 DE JULIO”,478419.46,210025.54,0.00,688445.00,PAR III,Banco Mundial,EMPODERAR,23,,,,,2024-10-14,2026-10-14,730,Caigua,,,X,,,,,,63.00,68.00,2026-02-10,El proyecto de bovino se ubica en la franja de transición hacia el chaco seco; c/proyecto se mejorará la calidad del producto para llegar al...,0.00,,,VDAyDI,
81456,VILLAMONTES,TARIJA,2026,8,AGROPECUARIO,Pecuario,Producción y Comercialización de Ganado Bovino en Pie – COMUNIDAD CAMPESINA EL TORO,364877.78,180181.22,0.00,545059.00,PAR III,Banco Mundial,EMPODERAR,18,,,,,2024-10-14,2026-10-14,730,El Toro,,,X,,,,,,29.00,34.00,2026-09-22,"El proyecto de bovinos está en la llanura chaqueña, con la inversión se da respuesta favorable a la adversidad climática, se mejorará la...",0.00,,,VDAyDI,
78875,VILLAMONTES Y YACUIBA,TARIJA,2026,8,RECURSOS HÍDRICOS,INVESTIGACIÓN,INVEST. MODELACION CLIMATICA COMO INST. DE PLANIFICACION DE RECURSOS HIDRICOS VILLA MONTES Y YACUIBA,4000000.00,0.00,0.00,4000000.00,110,OTN-PB,OTN-PB,143587,,,,,,,180,VILLAMONTE y YACUIBA,,,,,,,,,0.00,0.00,,"OBJETIVO GENERAL: Realizar una modelación climática de la cuenca del rio Pilcomayo, en los municipios de Villa Montes y Yacuiba Bolivia, como...",50.24,CONSULTORIA POR PRODUCTO,OTN-PB,VRHRAPySB,2811237900000
81574,VILLA NUEVA (LOMA ALTA - PERSEVERANCIA),PANDO,2026,8,AGROPECUARIO,AGRICOLA,INCREMENTO DE LA PRODUCCION DE CACAO EN SISTEMAS AGROFORESTALES EN LA ASOCIACION AGRICOLA Y PECUARIA FEDERICO ROMAN (AAPEFRO),344915.00,86700.00,0.00,431615.00,PAR III,Banco Mundial,EMPODERAR,17,,,,,2024-02-07,2026-02-07,730,Santa Crucito,,,X,,,,,,75.00,80.00,,Incrementar la producción de cacao con la incorporación de nuevas tecnologías para la ampliación y rehabilitación de plantaciones para su...,85.00,,,VDAyDI,
80540,VILLA NUEVA (LOMA ALTA - PERSEVERANCIA),PANDO,2026,8,AGROPECUARIO,AGRICOLA,INCREMENTO PRODUCTIVO DEL CULTIVO DE CACAO BAJO SISTEMAS AGROFORESTALES RESILIENTES AL CAMBIO CLIMATICO EN LA ASOCIACION DE PRODUCTORES...,583897.21,182826.70,0.00,766723.91,PAR III,Banco Mundial,EMPODERAR,28,,,,,2024-02-07,2026-02-07,730,Villa Nueva,,,X,,,,,,70.00,75.00,,"Realizar la rehabilitación de plantaciones silvestres de cacao a través de practicas de manejo, post cosecha y con una oferta de calidad en un...",3.96,,,VDAyDI,
80179,VILLA QUINTIN MENDOZA (SAN BENITO),COCHABAMBA,2026,8,AGROPECUARIO,Pecuario,CONSTRUCCION DE GALLINEROS PARA LA PRODUCCIÓN SEGURA DE HUEVO Y MEJORAR LA SEGURIDAD ALIMENTARIA EN EL SINDICATO AGRARIO JALDIN RANCHO DEL MUNICIPIO...,1178000.00,762877.59,0.00,1940877.59,PAR III,Banco Mundial,EMPODERAR,34,,,,,2025-01-04,2026-09-30,547,Jaldin Rancho,,,X,,,,,,56.00,61.00,,"Este componente permitirá la construcción de 76 gallineros destinados a la crianza de gallinas ponedoras criollas, que incluirán una cubierta y...",0.00,,,VDAyDI,
79947,VILLA QUINTIN MENDOZA (SAN BENITO),COCHABAMBA,2026,8,AGROPECUARIO,AGRICOLA,CONSTRUCCION DE ESTANQUES DE ALMACENAMIENTO DE AGUA PARA EL RIEGO Y PRODUCCIÓN DEL CULTIVO DE LA PAPA EN LA ORGANIZACIÓN TERRITORIAL DE BASE WUASA...,620000.00,411678.00,0.00,1031678.00,PAR III,Banco Mundial,EMPODERAR,40,,,,,2025-01-04,2026-09-30,547,Wuasa Kocha,,,X,,,,,,55.00,60.00,,"Estanque familiar de almacenamiento de agua para riego, el volumen de almacenaje estimado para cada tanque es de 16,73 m3, esta infraestructura...",18.10,,,VDAyDI,
80063,VILLA QUINTIN MENDOZA (SAN BENITO),COCHABAMBA,2026,8,AGROPECUARIO,AGRICOLA,IMPLEMENTACIÓN DE SISTEMAS DE RIEGO TECNIFICADO POR ASPERSION  A NIVEL PARCELARIO PARA LA PRODUCCIÓN DE ALFA ALFA EN LA OTB VILLA FLORIDA DEL...,573500.00,96213.24,0.00,669713.24,PAR III,Banco Mundial,EMPODERAR,37,,,,,2025-11-08,2026-12-30,506,Villa Florida,,,X,,,,,,81.00,86.00,,Con la implementación del subproyecto se mejorara el riego a nivel parcelario por aspersión y su sistema de distribución ya que la comunidad...,35.52,,,VDAyDI,
78991,VILLA RIVERO,COCHABAMBA,2026,8,SANEAMIENTO BASICO,ALCATARILLADO SANITARIO,CONST. SISTEMA DE ALCANTARILLADO SANITARIO  CENTRO POBLADO MUNICIPIO DE VILLA RIVERO,170182.00,0.00,0.00,170182.00,PASCIM,BID,EMAGUA,1571,031402,Villa Rivero,Cochabamba,Punata,,,120,CENTRO POBLADO DE VILLA RIVERO RIVERO,,X,,,,,,,5.00,0.00,,OBJETIVO GENERAL: Elaborar el Estudio de Diseño Técnico de Preinversión (EDTP) que proporcione la documentación necesaria para la ejecución...,449.00,,,VRHRAPySB,0253-00613-00000
81421,VILLA RIVERO,COCHABAMBA,2026,8,AGROPECUARIO,AGRICOLA,MEJORAMIENTO DE LA PRODUCCION Y COMERCIALIZACION DE MAIZ - OTB CHACO VINTO,357871.05,117606.95,0.00,475478.00,PAR III,Banco Mundial,EMPODERAR,19,031402,Villa Rivero,Cochabamba,Punata,2025-10-03,2026-12-31,661,Chaco Vinto,,,X,,,,,,63.00,68.00,,EL ACUERDO DE NEGOCIO CONSISTE EN LA ENTREGA DE LA PRODUCCION DE MAIZ AL AGENTE DE MERCADO PARA SU COMERCIALIZACION,0.00,,,VDAyDI,
81416,VILLA RIVERO,COCHABAMBA,2026,8,AGROPECUARIO,AGRICOLA,MEJORAMIENTO DE LA PRODUCCION Y COMERCIALIZACION DE PAPA - OTB BALDERRAMA KUCHO,323863.63,102936.37,0.00,426800.00,PAR III,Banco Mundial,EMPODERAR,19,031402,Villa Rivero,Cochabamba,Punata,2025-02-01,2026-12-31,728,Balderrama Kuchu,,,X,,,,,,69.00,74.00,,EL ACUERDO DE NEGOCIO CONSISTE EN LA ENTREGA DE LA PRODUCCION DE PAPA AL AGENTE DE MERCADO PARA SU COMERCIALIZACION,11.63,,,VDAyDI,
81969,VILLA RIVERO,COCHABAMBA,2026,8,AGROPECUARIO,AGRICOLA,MEJORAMIENTO DE LA PRODUCCION DE PAPA - ORGANIZACION TERRITORIAL DE BASE CONDAYA,192280.00,48070.00,0.00,240350.00,PAR III,Banco Mundial,EMPODERAR,11,031402,Villa Rivero,Cochabamba,Punata,2025-02-01,2026-12-31,728,Condaya,,,X,,,,,,70.00,75.00,,EL ACUERDO DE NEGOCIO CONSISTE EN LA ENTREGA DE LA PRODUCCION DE PAPA AL AGENTE DE MERCADO PARA SU COMERCIALIZACION,6.73,,,VDAyDI,
79152,VILLA SERRANO,CHUQUISACA,2026,8,SANEAMIENTO BASICO,AGUA POTABLE,MEJ. Y AMPLIACION SISTEMA DE AGUA POTABLE COMUNIDAD NUEVO MUNDO - VILLA SERRANO,176316.00,0.00,0.00,176316.00,PASCIM,BID,EMAGUA,448,010801,Villa Serrano,Chuquisaca,Belisario Boeto,,,120,NUEVO MUNDO,,X,,,,,,,70.00,45.00,,"OBJETIVO GENERAL: Elaborar el Estudio Diseño Técnico de Preinversión, que permita contar con los documentos a diseño final del proyecto...",128.00,,ASOCIACION ACCIDENTAL DEL SUR,VRHRAPySB,0253-00600-00000
79461,VILLA SERRANO,CHUQUISACA,2026,8,AGROPECUARIO,Infraestructura,CONSTRUCCION PUENTE VEHICULAR COMUNIDAD SOCABON (VILLA SERRANO),964963.92,241240.98,0.00,1206204.90,PAR III,Banco Mundial,EMPODERAR,116,010801,Villa Serrano,Chuquisaca,Belisario Boeto,,,120,SOCAVON,,,,,,,X,,0.00,0.00,,"Puente vehicular de 20,44 metros de longitud y cuatro metros de ancho de vía, con infraestructura de hormigón armado, superestructura conformada...",0.00,En proceso de contratación,Ing. Carlos Alberto Contreras Jesus,VDAyDI,0047-50568-00000
78929,VILLA SERRANO,CHUQUISACA,2026,8,SANEAMIENTO BASICO,AGUA POTABLE,AMPL. Y MEJORAMIENTO SISTEMA DE AGUA POTABLE -  VILLA SERRANO,6871289.70,1717822.43,0.00,8589112.13,PASCIM,BID,EMAGUA,5022,010801,Villa Serrano,Chuquisaca,Belisario Boeto,2025-09-17,2026-06-14,180,VILLA SERRANO,X,,,,,,,,8.72,7.33,2026-01-11,"OBJETIVO GENERAL: Mejorar las condiciones de vida mediante la construcción del sistema agua potable para la localidad de Villa Serrano, en el...",1435.00,EMPRESA CONSTRUCTORA UGARTE SRL,SUPERVISION INTERINA,VRHRAPySB,0253-00566-00000
81860,VILLA SERRANO,CHUQUISACA,2026,8,AGROPECUARIO,AGRICOLA,Incremento de la producción y comercialización de papa en la comunidad de Zamora,223565.50,64720.00,0.00,288285.50,PAR III,Banco Mundial,EMPODERAR,14,010801,Villa Serrano,Chuquisaca,Belisario Boeto,2025-03-17,2026-10-16,578,Zamora,,,X,,,,,,68.00,73.00,,Mejoramiento de la producción de  papa mediante sistema de riego tecnificado.,3.50,,,VDAyDI,
81704,VILLA SERRANO,CHUQUISACA,2026,8,AGROPECUARIO,Apicultura,Produccion y comercializacion de miel en la comunidad de Peña Blanca,336000.00,126208.00,0.00,462208.00,PAR III,Banco Mundial,EMPODERAR,16,010801,Villa Serrano,Chuquisaca,Belisario Boeto,2024-07-10,2026-06-10,729,Peña Blanca,,,X,,,,,,84.00,89.00,,Produccion y comercializacion de miel de 120 nucleos para producir en una cantidad de 5400 Kg de miel en tres cosechas y mejorar los ingresos de...,160.00,,,VDAyDI,
81319,VILLA SERRANO,CHUQUISACA,2026,8,AGROPECUARIO,Apicultura,Producción y comercialización de miel de abeja en la comunidad de Socabon,319680.00,82890.00,0.00,402570.00,PAR III,Banco Mundial,EMPODERAR,20,010801,Villa Serrano,Chuquisaca,Belisario Boeto,2025-03-17,2026-10-16,578,Socabón,,,X,,,,,,73.00,78.00,,Producción y comercialización de miel de abeja en la comunidad de Socabon,0.00,,,VDAyDI,
79120,"VILLA SERRANO, TOMINA",CHUQUISACA,2026,8,RECURSOS HÍDRICOS,CUENCAS PEDAGOGICAS,"CUENCA PEDAGOGICA ESCALERAS-MODELO DE GESTION HIDROSOCIAL Y EDUCATIVO, MUNICIPIOS DE VILLA SERRANO Y TOMINA",442330.00,1941571.85,0.00,2383901.85,PLAN NACIONAL DE CUENCAS II,UNION EUROPEA,DGCRH,515,,,,,2018-11-26,2024-11-26,2192,ESCALERAS-PAMPAS ARIAS-PUNA MAYU-GUERRA MAYU,,,,X,,,,,80.00,66.71,,,8341.00,,,VRHRAPySB,0138-00460-00000
79208,VILLA TUNARI,COCHABAMBA,2026,8,,,CONST. PUENTE VEHICULAR YANA MAYU II CENTRAL LOCOTAL – D11 VILLA TUNARI,875906.50,429039.60,0.00,1304946.10,PAPS III,UNIÓN EUROPEA,FONADIN,355,031003,Villa Tunari,Cochabamba,Chapare,,,120,SINDICATO YANA MAYU Y LOCOTAL,X,,,,,,,,0.00,0.00,2026-09-10,"OBJETIVO GENERALPromover y consolidar la integración física, económica y social de los beneficiarios mediante la implementación del puente...",20.00,NO CUENTA,NO CUENTA,VDAyDI,0041-04247-00000
81516,VILLA TUNARI,COCHABAMBA,2026,8,AGROPECUARIO,AGRICOLA,INCREMENTAR LA PRODUCCION Y COMERCIALIZACION DE JENGIBRE A TRAVES DEL EQUIPAMIENTO - SINDICATO AGRARIO VILLA FLORES,325383.60,105674.40,0.00,431058.00,PAR III,Banco Mundial,EMPODERAR,18,031003,Villa Tunari,Cochabamba,Chapare,2025-10-03,2026-12-31,661,Villa Flores,,,X,,,,,,65.00,70.00,,EL ACUERDO DE NEGOCIO CONSISTE EN LA ENTREGA DE LA PRODUCCION DE JENGIBRE AL AGENTE DE MERCADO PARA SU COMERCIALIZACION,7.20,,,VDAyDI,
81813,VILLA TUNARI,COCHABAMBA,2026,8,AGROPECUARIO,Piscicultura,INCREMENTAR LA PRODUCCION DE CARNE DE PESCADO TAMBAQUI A TRAVES DEL EQUIPAMIENTO PRODUCTIVO - SINDICATO AGRARIO AMBROSIA,212758.50,76341.50,0.00,289100.00,PAR III,Banco Mundial,EMPODERAR,15,031003,Villa Tunari,Cochabamba,Chapare,2025-10-03,2026-12-31,661,Ambrosia,,,X,,,,,,51.00,56.00,,EL ACUERDO DE NEGOCIO CONSISTE EN LA ENTREGA DE LA PRODUCCION DE CARNE DE PESCADO TAMBAQUI AL AGENTE DE MERCADO PARA SU COMERCIALIZACION,0.00,,,VDAyDI,
80039,VILLA TUNARI,COCHABAMBA,2026,8,,,CONST. TINGLADO Y CANCHA MULTIPLE U.E. NUEVA AMÉRICA A CENTRAL ISINUTA - D7 VILLA TUNARI,535408.87,366978.41,0.00,902387.28,PAPS III,UNIÓN EUROPEA,FONADIN,38,031003,Villa Tunari,Cochabamba,Chapare,,,90,JATUN PAMPA,X,,,,,,,,0.00,0.00,2026-11-09,"OBJETIVO GENERALFortalecer y consolidar la formación integral y desarrollo de los recursos humanos de la zona de influencia del Proyecto,...",975.00,NO CUENTA,NO CUENTA,VDAyDI,0047-50713-00000
81731,VILLA TUNARI,COCHABAMBA,2026,8,AGROPECUARIO,AGRICOLA,"INCREMENTAR LA PRODUCCION Y COMERCIALIZACION DE CITRICOS - SINDICATO AGRARIO ""VILLA FLORES""",290372.00,102848.00,0.00,393220.00,PAR III,Banco Mundial,EMPODERAR,16,031003,Villa Tunari,Cochabamba,Chapare,2025-10-03,2026-12-31,661,Villa Flores,,,X,,,,,,63.00,68.00,,EL ACUERDO DE NEGOCIO CONSISTE EN LA ENTREGA DE LA PRODUCCION DE CITIRCOS AL AGENTE DE MERCADO PARA SU COMERCIALIZACION,8.00,,,VDAyDI,
79163,VILLA TUNARI,COCHABAMBA,2026,8,,,CONST. TINGLADO GRADERÍA Y CANCHA MÚLTIPLE U.E. JATUN PAMPA - D10 VILLA TUNARI,493551.50,440972.72,0.00,934524.22,PAPS III,UNIÓN EUROPEA,FONADIN,417,031003,Villa Tunari,Cochabamba,Chapare,,,90,SINDICATO TOTORA Y PUERTO PATIÑO,X,,,,,,,,0.00,0.00,2026-11-09,"OBJETIVO GENERALPromover y consolidar la integración física, económica y social de los beneficiarios mediante la implementación del puente...",647.00,NO CUENTA,NO CUENTA,VDAyDI,0047-50715-00000
80602,VILLA TUNARI,COCHABAMBA,2026,8,AGROPECUARIO,Piscicultura,MEJORAMIENTO DE LA PRODUCCION DE LA CARNE DE PESCADO - ASOCIACION DE PISCICULTORES COPACABANA ALTA,562207.60,169755.40,0.00,731963.00,PAR III,Banco Mundial,EMPODERAR,27,031003,Villa Tunari,Cochabamba,Chapare,2024-01-10,2026-01-10,730,Copacabana Alta,,,X,,,,,,66.00,71.00,,EL ACUERDO CONSISTE EN EN EL MEJORAMIENTO DE LA PRODUCCION Y COMERCIALIZACION DE 138 Tn DE CARNE DE PESCADO TAMBAQUI,324.00,,,VDAyDI,
79052,VILLA TUNARICHIMOREPUERTO VILLARROELENTRE RIOSSHINAHOTA,COCHABAMBA,2026,8,,PRODUCTIVO,"IMPLEM. SIST. LOGISTICO TRANSP. PECES, CONSTR. EQUIP. PARA TRANSF. EN COMPLEJOS EN EL TRÓPICO DE Cochabamba",0.00,0.00,9555610.22,9555610.22,111,TGN,IPD PACU,800,,,,,2023-11-05,2024-10-26,535,800,,,,X,,,,,100.00,56.64,,"Objetivo General  Desarrollar de la pesca y acuicultura mediante la implementación de la logística adecuada para el transporte, equipamiento e...",0.00,CONSTRUCTORA Y CONSULTORA ECCNAZ S.R.L.,ARQ. IVER ESCALIER SANDOVALCONSULTORA ZAPATA ASOCIADOS,VDAyDI,0047-50425-00000
78940,VILLA VACA GUZMAN,CHUQUISACA,2026,8,SANEAMIENTO BASICO,ALCATARILLADO SANITARIO,CONST. ALCANTARILLADO SANITARIO  CENTRO POBLADO DE MUYUPAMPA,10136700.20,2534175.05,0.00,12670875.25,PASCIM,BID,EMAGUA,3563,,,,,2025-11-08,2027-01-02,210,CENTRO POBLADO DE MUYUPAMPA,X,,,,,,,,7.77,3.27,2026-01-11,OBJETIVO GENERAL: Mejorar las condiciones de vida mediante la construcción del sistema alcantarillado sanitario y PTAR para la comunidad de...,1018.00,EMPRESA CONSTRUCTORA TORREZ SRL,ASOCIACIÓN ACCIDENTAL EL TARCO,VRHRAPySB,0253-00567-00000
79464,VILLA VACA GUZMAN,CHUQUISACA,2026,8,SANEAMIENTO BASICO,AGUA POTABLE,CONST. SISTEMA DE AGUA POTABLE OVERA ÑANCAHUAZU,1356246.20,339061.55,0.00,1695307.75,PASCIM,BID,EMAGUA,112,,,,,,,210,OVERA ÑANCAHUAZU,X,,,,,,,,0.00,0.00,2026-01-12,"OBJETIVO GENERAL: Mejorar las condiciones de vida, bienestar, salud de las familias y garantizar la disponibilidad de acceso al agua potable de...",32.00,,,VRHRAPySB,0253-00620-00000
81812,VILLAZON,POTOSí,2026,8,AGROPECUARIO,RIEGO,IMPLEMENTACIÓN DEL SISTEMA DE RIEGO TECNIFICADO PARCELARIO EN EL SISTEMA DE RIEGO MATANCILLAS.,332307.90,0.00,0.00,332307.90,PROGRAMA RUMBO A LA SOBERANIA ALIMENTARIA CON TECNOLOGÍA DE RIEGO TPP,CORPORACIÓN ANDINA DE FOMENTO-BANCO DE DESARROLLO DE AMERICA LATINA,UTEP PATRIA AGUA,15,,,,,2024-10-24,2026-08-10,700,MATANCILLAS,,,X,,,,,,0.00,33.81,,El sistema se encuentra catalogado. Actualmente se esta a la espera de la inscripcion de presupuesto el inicio de actividades.,15.00,SOL TOTAL,,VRHRAPySB,TPP-0041-0000012
80128,VILLAZON,POTOSí,2026,8,AGROPECUARIO,RIEGO,IMPLEM. RIEGO TECNIFICADO PARCELARIO EN EL SIST. DE RIEGO SAGNASTI MUNICIPIO VILLAZON - Potosí,1171494.80,0.00,0.00,1171494.80,PROGRAMA RUMBO A LA SOBERANIA ALIMENTARIA CON TECNOLOGÍA DE RIEGO TPP,CORPORACIÓN ANDINA DE FOMENTO-BANCO DE DESARROLLO DE AMERICA LATINA,UTEP PATRIA AGUA,35,,,,,2024-10-24,2026-08-10,700,SAGNASTI,,,X,,,,,,75.00,87.30,,,35.00,SOL TOTAL,,VRHRAPySB,TPP00860000035
79906,VILLAZON,POTOSí,2026,8,AGROPECUARIO,RIEGO,IMPLEMENTACIÓN DEL SISTEMA DE RIEGO TECNIFICADO PARCELARIO EN EL SISTEMA DE RIEGO OJO DE AGUA APAROA,1097857.98,0.00,0.00,1097857.98,PROGRAMA RUMBO A LA SOBERANIA ALIMENTARIA CON TECNOLOGÍA DE RIEGO TPP,CORPORACIÓN ANDINA DE FOMENTO-BANCO DE DESARROLLO DE AMERICA LATINA,UTEP PATRIA AGUA,41,,,,,2024-10-24,2026-08-10,700,OJO DE AGUA APAROA,,,X,,,,,,0.00,20.00,,El sistema se encuentra catalogado. Actualmente se esta a la espera de la inscripcion de presupuesto el inicio de actividades.,41.00,SOL TOTAL,,VRHRAPySB,TPP-0041-0000014
80554,VILLAZON,POTOSí,2026,8,AGROPECUARIO,RIEGO,IMPLEM. RIEGO TECNIFICADO PARCELARIO EN EL SIST. DE RIEGO LAMPAYA MUNICIPIO VILLAZON - Potosí,937195.84,0.00,0.00,937195.84,PROGRAMA RUMBO A LA SOBERANIA ALIMENTARIA CON TECNOLOGÍA DE RIEGO TPP,CORPORACIÓN ANDINA DE FOMENTO-BANCO DE DESARROLLO DE AMERICA LATINA,UTEP PATRIA AGUA,28,,,,,2024-10-24,2026-08-10,700,LAMPAYA,,,X,,,,,,75.00,87.29,,,28.00,SOL TOTAL,,VRHRAPySB,TPP00860000034
80314,VILLAZON,POTOSí,2026,8,AGROPECUARIO,RIEGO,IMPLEMENTACIÓN DEL SISTEMA DE RIEGO TECNIFICADO PARCELARIO EN EL SISTEMA DE RIEGO CHOSCONTY,836782.00,0.00,0.00,836782.00,PROGRAMA RUMBO A LA SOBERANIA ALIMENTARIA CON TECNOLOGÍA DE RIEGO TPP,CORPORACIÓN ANDINA DE FOMENTO-BANCO DE DESARROLLO DE AMERICA LATINA,UTEP PATRIA AGUA,31,,,,,2024-10-24,2026-08-10,700,CHOSCONTY,,,X,,,,,,0.00,19.35,,El sistema se encuentra catalogado. Actualmente se esta a la espera de la inscripcion de presupuesto el inicio de actividades.,31.00,SOL TOTAL,,VRHRAPySB,TPP-0041-0000015
